Date,ETH,SPY,AGG,GLD,DXY,VIX,Regime
2018-04-16,,,,,,,Neutral
2018-04-17,,,,,,,Neutral
2018-04-18,,,,,,,Neutral
2018-04-19,,,,,,,Neutral
2018-04-20,,,,,,,Neutral
2018-04-21,,,,,,,Neutral
2018-04-22,,,,,,,Neutral
2018-04-23,,,,,,,Neutral
2018-04-24,,,,,,,Neutral
2018-04-25,,,,,,,Neutral
2018-04-26,,,,,,,Neutral
2018-04-27,,,,,,,Neutral
2018-04-28,,,,,,,Neutral
2018-04-29,,,,,,,Neutral
2018-04-30,,,,,,,Neutral
2018-05-01,,,,,,,Neutral
2018-05-02,,,,,,,Neutral
2018-05-03,,,,,,,Neutral
2018-05-04,,,,,,,Neutral
2018-05-05,,,,,,,Neutral
2018-05-06,,,,,,,Neutral
2018-05-07,,,,,,,Neutral
2018-05-08,,,,,,,Neutral
2018-05-09,,,,,,,Neutral
2018-05-10,,,,,,,Neutral
2018-05-11,,,,,,,Neutral
2018-05-12,,,,,,,Risk-On
2018-05-13,,,,,,,Risk-On
2018-05-14,,,,,,,Risk-On
2018-05-15,,,,,,,Risk-On
2018-05-16,,,,,,,Risk-On
2018-05-17,,,,,,,Risk-On
2018-05-18,,,,,,,Risk-On
2018-05-19,,,,,,,Risk-On
2018-05-20,,,,,,,Risk-On
2018-05-21,,,,,,,Risk-On
2018-05-22,,,,,,,Risk-On
2018-05-23,,,,,,,Risk-On
2018-05-24,,,,,,,Risk-On
2018-05-25,,,,,,,Risk-On
2018-05-26,,,,,,,Risk-On
2018-05-27,,,,,,,Risk-On
2018-05-28,,,,,,,Risk-On
2018-05-29,,,,,,,Risk-On
2018-05-30,,,,,,,Risk-On
2018-05-31,,,,,,,Risk-On
2018-06-01,,,,,,,Risk-On
2018-06-02,,,,,,,Risk-On
2018-06-03,,,,,,,Risk-On
2018-06-04,,,,,,,Risk-On
2018-06-05,,,,,,,Risk-On
2018-06-06,,,,,,,Risk-On
2018-06-07,,,,,,,Risk-On
2018-06-08,,,,,,,Risk-On
2018-06-09,,,,,,,Risk-On
2018-06-10,,,,,,,Risk-On
2018-06-11,,,,,,,Risk-On
2018-06-12,,,,,,,Risk-On
2018-06-13,,,,,,,Risk-On
2018-06-14,,,,,,,Risk-On
2018-06-15,,,,,,,Risk-On
2018-06-16,,,,,,,Risk-On
2018-06-17,,,,,,,Risk-On
2018-06-18,,,,,,,Risk-On
2018-06-19,,,,,,,Risk-On
2018-06-20,,,,,,,Risk-On
2018-06-21,,,,,,,Risk-On
2018-06-22,,,,,,,Risk-On
2018-06-23,,,,,,,Risk-On
2018-06-24,,,,,,,Risk-On
2018-06-25,,,,,,,Neutral
2018-06-26,,,,,,,Neutral
2018-06-27,,,,,,,Neutral
2018-06-28,,,,,,,Neutral
2018-06-29,,,,,,,Neutral
2018-06-30,,,,,,,Neutral
2018-07-01,0.8258875040949158,0.11102651673299134,-0.14512739764920662,0.032530063390982,0.0073354709293881925,-0.2150224386410955,Neutral
2018-07-02,0.8288072784852896,0.11053048488005045,-0.14770140615790367,0.02450021630960381,0.008464077381261157,-0.21500139058838408,Neutral
2018-07-03,0.828688844547768,0.10939230545908103,-0.1470414845196282,0.018767938884587654,0.013074850309080501,-0.21560944741968707,Neutral
2018-07-04,0.8370964783805281,0.1011205291481521,-0.14412174427213464,0.021058880151280716,0.009422194858908436,-0.2185075067346062,Neutral
2018-07-05,0.837765018860612,0.10211515583520937,-0.14307313803679816,0.021912887655168172,0.008894887587023769,-0.21914284207488358,Neutral
2018-07-06,0.8602003762263429,0.10330603988825572,-0.14220187199756498,0.02205145669188696,0.006903828387284816,-0.22062053889439467,Risk-On
2018-07-07,0.8668074654713146,0.10569322172337359,-0.14422062464991453,0.02263074035521125,0.017866388242975772,-0.219266284856875,Risk-On
2018-07-08,0.8885790412578178,0.1068507377843542,-0.1531544099630502,0.01926863087283843,0.020440978532161536,-0.21746497771521422,Risk-On
2018-07-09,0.891569447329084,0.10725782845591024,-0.15323515015949848,0.017450719436628195,0.022879758121199675,-0.21653735719784653,Risk-On
2018-07-10,0.89245107453362,0.11584691794157664,-0.14701798370680932,0.028414127978006697,0.002439030455684391,-0.21759137108073506,Risk-On
2018-07-11,0.8930300353775045,0.11065344538311216,-0.14635191444575357,0.011845853055221529,0.02243405521276925,-0.21797316982640125,Risk-On
2018-07-12,0.8953393911731188,0.10780642387198545,-0.14846262153167555,0.00923257920881632,0.02212769781197006,-0.21546331733164084,Risk-On
2018-07-13,0.895849248892077,0.10799994474281571,-0.14792173494616143,0.009033298074367953,0.021657713033071856,-0.21603826885234564,Risk-On
2018-07-14,0.8986766985195356,0.10799082261018239,-0.14790468280009672,0.009058443345786838,0.02163468298172157,-0.2160288448709016,Risk-On
2018-07-15,0.8908391871051785,0.10369910368162374,-0.14930123234600814,0.018664746980893335,-0.023845161466659378,-0.19492134302524908,Risk-On
2018-07-16,0.8917032017124998,0.10585969389853095,-0.15624823676519192,0.01417994026934727,-0.029016889318208842,-0.18933812506258269,Risk-On
2018-07-17,0.8899576134271372,0.1102644427938142,-0.15325883288146708,-0.005902326848756895,-0.012997997699706231,-0.1950747558290479,Risk-On
2018-07-18,0.8880146170363603,0.10974178253154811,-0.1519272190610156,-0.007382627362438774,-0.012952583143867564,-0.1940334987483701,Risk-On
2018-07-19,0.884120512668797,0.11057319461378687,-0.1518942547127884,-0.010164407659439293,-0.011600592572677267,-0.19544272409326205,Risk-On
2018-07-20,0.8822991104101807,0.1123014713689896,-0.1510580608291002,-0.011166361864468642,-0.00888448068630197,-0.19830627303751533,Risk-On
2018-07-21,0.8821964946446045,0.1196487508313258,-0.15339396421977258,-0.007940588468244242,-0.013706748532664969,-0.20084938904897212,Risk-On
2018-07-22,0.8822275563748024,0.1197824335316722,-0.15383905806153003,-0.007458845436332384,-0.014242657803311095,-0.2008300039151741,Risk-On
2018-07-23,0.8780004127079516,0.12118727029842837,-0.15983367419765757,-0.026443449376765852,0.0078059377521973485,-0.2039646610676239,Risk-On
2018-07-24,0.8782444521428525,0.1261913882809996,-0.14634283519869778,-0.02529164473388806,0.004771538204341026,-0.2036234257561873,Risk-On
2018-07-25,0.8779912490705389,0.12404690582979852,-0.14809486703268332,-0.02904935721791788,0.00705861486505781,-0.20353499080818602,Risk-On
2018-07-26,0.8778406441257761,0.1248956510976032,-0.14696379580130672,-0.024485498135399273,0.0033847548783096015,-0.20305637576318228,Risk-On
2018-07-27,0.8829074451974622,0.12197604314404098,-0.14507294960780007,-0.024174108310922142,0.002597593884741238,-0.20022119822618328,Risk-On
2018-07-28,0.8823516261813733,0.11863962387273166,-0.15185849537704021,-0.02928782141319214,0.006324180763048088,-0.19201089180846942,Risk-On
2018-07-29,0.8806088842711922,0.1046880226960957,-0.16957630251583541,-0.04021695457681703,-0.001027323315074015,-0.18574079470520188,Risk-On
2018-07-30,0.8812985128558557,0.10477800243011903,-0.17018408467734547,-0.042624772471656976,-1.1842636955515172e-05,-0.18470726246544322,Risk-On
2018-07-31,0.8825521557652996,0.10071271764634701,-0.2080477916566754,-0.037068795513756025,-0.02636569034468888,-0.18026227202268894,Risk-On
2018-08-01,0.8866405740083972,0.09106681753274909,-0.218707381048491,-0.04626683587028426,-0.01888175130783998,-0.17213298100568353,Risk-On
2018-08-02,0.8860992388349213,0.09074079016690918,-0.21936780404027886,-0.04594391051425595,-0.019697929490435535,-0.17161483651434245,Risk-On
2018-08-03,0.8808908685818904,0.0906948341838477,-0.22457762331061296,-0.04688538064295885,-0.02104869884121153,-0.17275396923426878,Risk-On
2018-08-04,0.8704067460057074,-0.025271439784860444,-0.17214806876314154,-0.03523997083683057,0.00591667838072889,0.01758034013081946,Risk-On
2018-08-05,0.8651205923077807,-0.06313986130494428,-0.14626113746454444,-0.005503644400306231,0.005413539244613108,0.06326768389977439,Risk-On
2018-08-06,0.865265350944997,-0.06587639976084513,-0.15214909811567295,-0.00537946430160185,0.009440278245053921,0.06191578711758458,Risk-On
2018-08-07,0.862671080408137,-0.011932929856595744,-0.13417617518891806,-0.012307841162827753,0.014181265556727786,0.03360652254353458,Risk-On
2018-08-08,0.8622147509230765,-0.026639648555533316,-0.126337851228889,-0.016502413038238958,0.01361482135822731,0.04959400724711658,Risk-On
2018-08-09,0.8622584391135236,-0.028242656254920756,-0.11970214355208261,-0.017523788654684194,0.020860729041162845,0.053214265404446716,Risk-On
2018-08-10,0.8631687245975929,-0.0205037891856195,-0.13164446021672283,-0.01681656407520196,-0.002839291812981309,0.03443306383651992,Risk-On
2018-08-11,0.8591013276841467,-0.0479600069286436,-0.13600973928032922,-0.031301468118542376,0.009249422504031112,0.058980972271801095,Risk-On
2018-08-12,0.8591236114266155,-0.04664435862893691,-0.13548436723963847,-0.025068975351691714,-0.0005736074059982053,0.05760230091562617,Risk-On
2018-08-13,0.8451649199885081,-0.07480413319081497,-0.10370272264776152,-0.07779825980613882,0.03231837898518943,0.11547857726577945,Risk-On
2018-08-14,0.849089359976814,-0.0959241663778754,-0.11207668691248822,-0.08316213484894969,0.052865564788158424,0.11941115922726885,Risk-On
2018-08-15,0.8491751888826395,-0.09876931566963754,-0.11131291162674872,-0.08940892377206063,0.05014373030660792,0.12245336192880421,Risk-On
2018-08-16,0.8522471549442893,-0.09818382424084399,-0.11190686214912113,-0.09262005358674011,0.05237877030115509,0.12202851714568069,Risk-On
2018-08-17,0.8509942138842317,-0.09576348968004213,-0.11005280049549637,-0.07863859001953134,0.03859545111595955,0.11691179834417993,Risk-On
2018-08-18,0.8527382404399588,-0.09593901125399845,-0.11030289701518851,-0.08106896804791822,0.040640916954511136,0.11731240115829397,Risk-On
2018-08-19,0.858380090517649,-0.09367040078310925,-0.10837210145313243,-0.07500325385775482,0.03476654951711521,0.11524474654819712,Risk-On
2018-08-20,0.8566833787047805,-0.10241169649221599,-0.13861578375181086,-0.08740852319340671,0.04964726284421629,0.11305879123010734,Risk-On
2018-08-21,0.8579469852050905,-0.10044236968725295,-0.14247617331770612,-0.07380798556350295,0.025958702373249105,0.10706827553553573,Risk-On
2018-08-22,0.8577644379606868,-0.11241293071423683,-0.1540514089184091,-0.07449875079697774,0.025314377530634792,0.11843446334060256,Risk-On
2018-08-23,0.8590859839121892,-0.11392374355865535,-0.15673729175559,-0.08040537725561431,0.03061603300845452,0.11978957988383225,Risk-On
2018-08-24,0.8601744664187567,-0.10987943897333947,-0.15278036214461768,-0.0615410963821906,0.022337410302557887,0.117401000126656,Risk-On
2018-08-25,0.8623892279896672,-0.12998452169795852,-0.16013024850897553,-0.06853892910567871,0.02598226491661201,0.12544778399997444,Risk-On
2018-08-26,0.8631499936281876,-0.1210886729561447,-0.15233195028616522,-0.058673836102558635,0.015947333679629014,0.11415991093456188,Risk-On
2018-08-27,0.863696376253073,-0.12344895454280676,-0.14941922346889858,-0.05539574674522013,0.013506978138173304,0.12003589698078453,Risk-On
2018-08-28,0.8658416078550811,-0.1069379200288975,-0.1618755614019409,-0.05974648957560187,0.021609136865265353,0.10801751714894528,Risk-On
2018-08-29,0.8667887786715557,-0.1090405947215458,-0.15967413555934964,-0.06309275226513227,0.025449910517205302,0.1141741448949986,Risk-On
2018-08-30,0.868730035860014,-0.10805089951688916,-0.1601785162768148,-0.06282120988056004,0.02571347606532553,0.11180618632420843,Risk-On
2018-08-31,0.8686664211834396,-0.10808870281052509,-0.16030938342209508,-0.06308453421103837,0.027989205934346242,0.11030902296400215,Risk-On
2018-09-01,0.8693127892401435,-0.11108803624298466,-0.15982776280870525,-0.06235093775969543,0.027085919308590525,0.11123751147420642,Risk-On
2018-09-02,0.8709114980424645,-0.10888880302971331,-0.16044411299706007,-0.039914118978091113,0.008145241546779595,0.10948279646770537,Risk-On
2018-09-03,0.8690364943755002,-0.11164400053345166,-0.16480177572072047,-0.05443878604013164,0.007810983585373183,0.10519620479312004,Risk-On
2018-09-04,0.86693741242391,-0.10719107322436591,-0.15766850658176992,-0.06013750880499707,0.025265247383729834,0.09745822551394093,Risk-On
2018-09-05,0.8670562146382875,-0.10019802457990168,-0.15255680468092753,-0.06877533868818975,0.03843497693561793,0.0849186097673201,Risk-On
2018-09-06,0.8638779478809808,-0.09769439225984161,-0.16001836421472176,-0.07093658709399586,0.04058882259391293,0.08024795108191067,Risk-On
2018-09-07,0.8631175695587847,-0.09816746509876172,-0.15490247425664946,-0.07275485922101595,0.04092483293150853,0.08105273770593674,Risk-On
2018-09-08,0.8635029884274878,-0.0993670003178351,-0.1525013486101947,-0.07274405161538174,0.03679816367574618,0.08828240858777639,Risk-On
2018-09-09,0.8632543336544903,-0.09954064331663694,-0.1530538929274307,-0.07258391578613943,0.036797962416829054,0.08824589187367439,Risk-On
2018-09-10,0.859539168538557,-0.11611144909428435,-0.13547573529111562,-0.07458478071588606,0.03734325373800785,0.10360852987107913,Risk-On
2018-09-11,0.8564558477550597,-0.11586930964369323,-0.134910945771331,-0.07387169276628903,0.03625808103675216,0.10384578875131231,Risk-On
2018-09-12,0.8566463119560502,-0.11600005018426425,-0.13397172521080816,-0.07111133570727528,0.034886584348084455,0.10464331766588009,Risk-On
2018-09-13,0.8455005898589876,-0.11291514012392809,-0.13255955627761665,-0.07321777279614923,0.029784310571693798,0.10097528167083854,Risk-On
2018-09-14,0.8515122669113396,-0.11297929544620543,-0.1322479801632664,-0.07394657817121372,0.030406790022814,0.10113528718717317,Risk-On
2018-09-15,0.8497742798222445,-0.09736141893014884,-0.12680580666022281,-0.07865754556193767,0.04140812983395355,0.08003701506950488,Risk-On
2018-09-16,0.8514984023174099,-0.0987229398478398,-0.1208420331855368,-0.07472261294020634,0.03265167171338055,0.08402097753488429,Risk-On
2018-09-17,0.8509011927384988,-0.09291234201729626,-0.12027819139894665,-0.08579375977841312,0.04431799169021088,0.07156059971276467,Risk-On
2018-09-18,0.8495770388086543,-0.10965130104333687,-0.11965730143320352,-0.08876563193937813,0.045815775195757066,0.08769628724007397,Risk-On
2018-09-19,0.8500251320951016,-0.1022446259171035,-0.12045756648574216,-0.09828339455532477,0.05114074790853,0.08285727735038648,Risk-On
2018-09-20,0.849170566941157,-0.09809722504213608,-0.11685833496610581,-0.09484049319572327,0.04199468994627995,0.08358637217531216,Risk-On
2018-09-21,0.8495897884236788,-0.09982640034803966,-0.11347350042022979,-0.10093032217345249,0.04711700209258805,0.0830810431361868,Risk-On
2018-09-22,0.8484073355845343,-0.08050225775701739,-0.11538439066044669,-0.09500767750585894,0.03863791807628047,0.07006927962272859,Risk-On
2018-09-23,0.8463373974976447,-0.10824484217893361,-0.10092692303534635,-0.10451382156325405,0.048006117062187034,0.07979677343165717,Risk-On
2018-09-24,0.846431103369325,-0.10440260735447177,-0.10005356005507382,-0.09947447150891767,0.041845180244368826,0.07662980766531367,Risk-On
2018-09-25,0.8396435812470874,-0.06789214466735277,-0.06361916328927018,-0.09981589935487244,0.04953123113228342,0.038622239609193,Risk-On
2018-09-26,0.8462857121945347,-0.06969885347410995,-0.06071275643171642,-0.10044993842496032,0.04934799552088714,0.03991506308516862,Risk-On
2018-09-27,0.8469389309100229,-0.06738313841477797,-0.05817160969503038,-0.10789773259061716,0.06158303695002727,0.03686292735485225,Risk-On
2018-09-28,0.8464882351998143,-0.06771914809025031,-0.057470271942586526,-0.10809837470554441,0.060808105640608755,0.037309904326259316,Risk-On
2018-09-29,0.8444307740965166,-0.04527035210784186,-0.053318256103377856,-0.12594180066801522,0.06394951601309785,0.020632522514023616,Risk-On
2018-09-30,0.842310574779814,-0.06781844882499154,-0.04627233818160451,-0.11439000099422494,0.060288552672900245,0.03817945331237704,Risk-On
2018-10-01,0.8399915533934754,-0.0406840805610209,-0.04276262325446419,-0.11068073902805463,0.05639225171722567,0.026759823542757393,Risk-On
2018-10-02,0.8403778795377096,-0.03917752987468356,-0.04466768147344785,-0.11211620012281492,0.05711612705197035,0.025711089880086305,Risk-On
2018-10-03,0.8399344008689986,-0.06476841341522542,-0.031024236465188794,-0.10651741317989244,0.049897873265009475,0.03751477196489377,Risk-On
2018-10-04,0.8394078721837217,-0.06710258428498485,-0.0351656530845673,-0.10737436025336684,0.05062186019053517,0.04316461863036812,Risk-On
2018-10-05,0.8391400457174247,-0.06811764034793064,-0.03704208501661084,-0.10673618274926847,0.05020394520832159,0.04397103982768859,Neutral
2018-10-06,0.842008413983863,-0.06245780649711864,-0.03304130650393288,-0.10204153394024995,0.04336944809657671,0.04577918646195214,Neutral
2018-10-07,0.8424534340680214,-0.07020515699584151,-0.032209109250723414,-0.10317839553240422,0.045279137389841385,0.04769256540707643,Neutral
2018-10-08,0.842162380931435,-0.06629853478900631,-0.034866403411906714,-0.11185707009697099,0.04655356854216382,0.049555117191816524,Neutral
2018-10-09,0.8353929238555226,-0.10960549754292023,8.991415618988582e-05,-0.06479591371761911,0.03586047165491567,0.08800856455060294,Neutral
2018-10-10,0.8353687352183989,-0.08689581196505146,0.0002555848195522772,-0.06660738960958658,0.036802591589325896,0.07187071027075843,Neutral
2018-10-11,0.8330670583992138,-0.0430188574301399,-0.019742619075737475,-0.10848991415207589,0.0534182420615985,0.05917188799739271,Neutral
2018-10-12,0.8303852190838278,-0.04013784375981822,-0.019852224432158512,-0.11043306506263668,0.055019104549836086,0.056658952307923484,Neutral
2018-10-13,0.8298466933994447,-0.03196767623503264,-0.01897658995722545,-0.10846546022222787,0.04662853737726122,0.0522888323673139,Neutral
2018-10-14,0.829709489050778,-0.02574254217907233,-0.01822198886706153,-0.10754409338293403,0.04739340141787414,0.0481579826033425,Neutral
2018-10-15,0.8309686832185893,-0.035915824546412276,-0.009904313317760673,-0.09547942135584579,0.03970246876544828,0.04565425384527758,Neutral
2018-10-16,0.8329127969098762,-0.03045247173177364,-0.004253290297801223,-0.09473984669196579,0.03633751675850885,0.042956751282456955,Neutral
2018-10-17,0.8298488579393177,-0.01145715382872717,0.0222882779296944,-0.0793325164990263,0.01824616797259314,0.033415093836774365,Neutral
2018-10-18,0.8304577423342012,-0.006903240436771565,0.023067987007495874,-0.07995827278982906,0.016685591670266106,0.02954227585020156,Neutral
2018-10-19,0.8327034544347981,-0.0069766364893706495,0.023057767749692593,-0.07980740734922753,0.016481196502405215,0.02952485059475064,Neutral
2018-10-20,0.8324627161760859,-0.006812606526066016,0.0241275580682465,-0.07572097627387472,0.009824029745787916,0.031081807456232503,Neutral
2018-10-21,0.828056493727586,0.03311863732732512,0.04051587301992365,-0.0947394900909938,0.022002399935420438,0.008289358603330854,Neutral
2018-10-22,0.8198870206357332,0.040387199644975835,0.024230194517813018,-0.11936297257659943,0.04816385450369517,0.0055797879018789085,Neutral
2018-10-23,0.8168327722949823,0.02329655943188418,0.011999040175937096,-0.11386497237692245,0.03515169060617403,0.019945036181908765,Neutral
2018-10-24,0.8175625872738828,0.017270074061347836,0.019270113843732097,-0.10827925508884417,0.0355692921842275,0.01756815215595399,Risk-Off
2018-10-25,0.8156628146850737,0.016433221293428665,0.01955953934688117,-0.10950114704785295,0.03639313339463098,0.018117934720293105,Neutral
2018-10-26,0.815528077055155,0.015050905680139318,0.020039204704980107,-0.10927684068028602,0.03599372552238819,0.01816778034751873,Neutral
2018-10-27,0.8152939316766153,0.010870151174081672,0.02047877568242906,-0.11466745879520929,0.039595515039391814,0.019742913408216965,Neutral
2018-10-28,0.8163654707859643,0.01149240403528287,0.019053981264632914,-0.11835153237079578,0.045111004097009154,0.01871844682438512,Neutral
2018-10-29,0.8166218747113072,0.018666724013078468,0.022491963314560135,-0.11476526057287996,0.041461815062477404,0.016187601867269842,Neutral
2018-10-30,0.8122985735263065,0.023898907239002298,0.01290033881351212,-0.12905636420474678,0.04764277379989717,0.01701432593964043,Neutral
2018-10-31,0.8126443513413162,0.024737435969894254,0.013122454937692204,-0.128491116564995,0.04785460818779402,0.016582881865398514,Neutral
2018-11-01,0.8123098582893497,0.028611250510673782,0.0174134818744186,-0.12017356247540385,0.03964382804246861,0.01323530197357323,Neutral
2018-11-02,0.8120170615918382,0.027676174330793894,0.015465573555916372,-0.11995945512490029,0.04000825719202635,0.013253632343558034,Neutral
2018-11-03,0.8109774957514451,0.030594385725052436,0.01364847370995519,-0.11965723085528188,0.04339271423341431,0.013061345926794272,Neutral
2018-11-04,0.8106560412183538,0.03052685065467558,0.011571955855808851,-0.11938790316778743,0.04684263722147283,0.012884282762426223,Neutral
2018-11-05,0.8108958315982484,0.028600095165139793,0.0144228540571318,-0.11930836130417095,0.046337244642084316,0.01684094123497777,Neutral
2018-11-06,0.8096793746035322,0.03893941138589801,0.02425341324947157,-0.11271721532573825,0.0377243501051815,0.015342537669627922,Neutral
2018-11-07,0.8087345812105283,0.052848481217711706,0.030970300300064566,-0.11727100781963007,0.028588991237055952,-0.0014940514046469563,Neutral
2018-11-08,0.8087587149174148,0.053552370667390804,0.033615266936989546,-0.11664201584471649,0.023785125499748674,-0.002079979098028047,Neutral
2018-11-09,0.8077163564531971,0.056332457844219745,0.03193115687174636,-0.11200014839080172,0.02268512252634067,-0.0029182240265041817,Neutral
2018-11-10,0.8077097940267031,0.05629185113109436,0.03209445311436063,-0.11190425957609114,0.02256959491729311,-0.0030009454596416118,Neutral
2018-11-11,0.8074839616667873,0.051538783003376776,0.017729172799585222,-0.1301105568058394,0.03315244022309022,0.00525455665749781,Neutral
2018-11-12,0.8083913936271815,0.05518615922920101,0.013792155385244876,-0.1289566743443718,0.032438463821844295,-0.0011311359627160656,Neutral
2018-11-13,0.8072165361331501,0.054522413920517675,0.007021638429227262,-0.1281762067686425,0.03396445005342791,-0.001253150365812254,Neutral
2018-11-14,0.8147706521108989,0.07500869683028302,-0.0018253316288900315,-0.15815825759068128,0.06627728355784722,-0.017830004704690174,Neutral
2018-11-15,0.813988217943415,0.07020542147413752,-0.004302578841662614,-0.15886390770371686,0.06516664362781627,-0.015205036842114602,Neutral
2018-11-16,0.8137556047190345,0.06973513859357955,-0.006565216701966275,-0.16218521250171217,0.06883271466400474,-0.011940951051170238,Neutral
2018-11-17,0.8136337823795582,0.07195891640187223,-0.006503705519416835,-0.1619475397502433,0.06902205198364379,-0.012639995751734094,Neutral
2018-11-18,0.8114760927862047,0.06864507723503399,-0.007042658827326181,-0.16322136731942433,0.06665175228874413,-0.011668366121159388,Neutral
2018-11-19,0.8199794930573212,0.13619581997607758,0.019628399057357714,-0.15504136156237552,0.10589248337839596,-0.05832524914298409,Neutral
2018-11-20,0.8281530336809859,0.17432546196352283,0.021985745771897835,-0.15592807408795117,0.06993797460946978,-0.08168856655920641,Neutral
2018-11-21,0.8293629913758137,0.17631635432880763,0.028924897874375462,-0.15389305420927668,0.07031331836161403,-0.08734553858369941,Neutral
2018-11-22,0.8324774634387644,0.17497251840426434,0.02879629380020576,-0.15325632305414655,0.07013435489963785,-0.08648890058252513,Neutral
2018-11-23,0.8328470021721418,0.17478049786926073,0.028863304841358368,-0.15330003347591617,0.06992451012864372,-0.08653117241876694,Neutral
2018-11-24,0.8288939330173014,0.16869751753502704,0.028055109565838135,-0.14922079551000522,0.06836084170609394,-0.08310076403722688,Neutral
2018-11-25,0.8265898150509763,0.18536167036836684,-0.01810868331562323,-0.14958968037847056,0.04964825527479827,-0.11933059276001749,Neutral
2018-11-26,0.8284047819224709,0.1617605459376996,-0.018706455361928664,-0.14644831722811785,0.04300546389861163,-0.10104094041109703,Neutral
2018-11-27,0.8285216351229352,0.1657191223881512,-0.016139707534695572,-0.1479259018264399,0.04724549496372209,-0.10216657021765717,Neutral
2018-11-28,0.8335388821890736,0.21552277623870192,0.01684519784684194,-0.12581503355618864,0.004757855570438761,-0.10487755124587994,Neutral
2018-11-29,0.8311862320013171,0.21516071468405848,0.017430417218772202,-0.12493672131785596,0.004784572690611132,-0.10454626757811096,Neutral
2018-11-30,0.8292560329054114,0.20428344866557172,0.01987449740035337,-0.12108830388840174,-0.01160299537918744,-0.09729595185674562,Neutral
2018-12-01,0.830136738622412,0.20594617318541625,0.011766624153811725,-0.12040385998394784,-0.01472154551196259,-0.10056780357935788,Neutral
